TIMESERIES_ID,TIMESERIES_DEF,PARAMETER_ID
COSMOS-SHEEP-SNOWD_DISTANCE_UNC_30MIN_PROCESSED,SNOWD_DISTANCE_UNC_30MIN_PROCESSED,SNOWD_DISTANCE_UNC
COSMOS-SHEEP-STP_TSOIL50_30MIN_PROCESSED,STP_TSOIL50_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-SHEEP-STP_TSOIL20_30MIN_PROCESSED,STP_TSOIL20_30MIN_PROCESSED,TEMP_SOIL_20
COSMOS-SHEEP-STP_TSOIL10_30MIN_PROCESSED,STP_TSOIL10_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-SHEEP-STP_TSOIL5_30MIN_PROCESSED,STP_TSOIL5_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-SHEEP-STP_TSOIL2_30MIN_PROCESSED,STP_TSOIL2_30MIN_PROCESSED,TEMP_SOIL_2
COSMOS-SHEEP-SWIN_30MIN_PROCESSED,SWIN_30MIN_PROCESSED,SWIN
COSMOS-SHEEP-SWOUT_30MIN_PROCESSED,SWOUT_30MIN_PROCESSED,SWOUT
COSMOS-SHEEP-TA_30MIN_PROCESSED,TA_30MIN_PROCESSED,TEMP_AIR
COSMOS-SHEEP-TAU_30MIN_PROCESSED,TAU_30MIN_PROCESSED,FLUX_MOM
COSMOS-SHEEP-TDT1_VWC_30MIN_PROCESSED,TDT1_VWC_30MIN_PROCESSED,VWC_SOIL_10
COSMOS-SHEEP-TDT1_TSOIL_30MIN_PROCESSED,TDT1_TSOIL_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-SHEEP-TDT1_SOILPERM_30MIN_PROCESSED,TDT1_SOILPERM_30MIN_PROCESSED,PERM_10
COSMOS-SHEEP-TDT1_SOILEC_30MIN_PROCESSED,TDT1_SOILEC_30MIN_PROCESSED,COND_10
COSMOS-SHEEP-TDT2_VWC_30MIN_PROCESSED,TDT2_VWC_30MIN_PROCESSED,VWC_SOIL_10
COSMOS-SHEEP-TDT2_TSOIL_30MIN_PROCESSED,TDT2_TSOIL_30MIN_PROCESSED,TEMP_SOIL_10
COSMOS-SHEEP-TDT2_SOILPERM_30MIN_PROCESSED,TDT2_SOILPERM_30MIN_PROCESSED,PERM_10
COSMOS-SHEEP-TDT2_SOILEC_30MIN_PROCESSED,TDT2_SOILEC_30MIN_PROCESSED,COND_10
COSMOS-SHEEP-TDT3_VWC_30MIN_PROCESSED,TDT3_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-SHEEP-TDT3_TSOIL_30MIN_PROCESSED,TDT3_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-SHEEP-TDT3_SOILEC_30MIN_PROCESSED,TDT3_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-SHEEP-TDT3_SOILPERM_30MIN_PROCESSED,TDT3_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-SHEEP-TDT4_VWC_30MIN_PROCESSED,TDT4_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-SHEEP-TDT4_TSOIL_30MIN_PROCESSED,TDT4_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-SHEEP-TDT4_SOILEC_30MIN_PROCESSED,TDT4_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-SHEEP-TDT4_SOILPERM_30MIN_PROCESSED,TDT4_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-SHEEP-TDT5_VWC_30MIN_PROCESSED,TDT5_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-SHEEP-TDT5_TSOIL_30MIN_PROCESSED,TDT5_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-SHEEP-TDT5_SOILEC_30MIN_PROCESSED,TDT5_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-SHEEP-TDT5_SOILPERM_30MIN_PROCESSED,TDT5_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-SHEEP-TDT6_VWC_30MIN_PROCESSED,TDT6_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-SHEEP-TDT6_TSOIL_30MIN_PROCESSED,TDT6_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-SHEEP-TDT6_SOILEC_30MIN_PROCESSED,TDT6_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-SHEEP-TDT6_SOILPERM_30MIN_PROCESSED,TDT6_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-SHEEP-TDT7_VWC_30MIN_PROCESSED,TDT7_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-SHEEP-TDT7_TSOIL_30MIN_PROCESSED,TDT7_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-SHEEP-TDT7_SOILEC_30MIN_PROCESSED,TDT7_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-SHEEP-TDT7_SOILPERM_30MIN_PROCESSED,TDT7_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-SHEEP-TDT8_VWC_30MIN_PROCESSED,TDT8_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-SHEEP-TDT8_TSOIL_30MIN_PROCESSED,TDT8_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-SHEEP-TDT8_SOILEC_30MIN_PROCESSED,TDT8_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-SHEEP-TDT8_SOILPERM_30MIN_PROCESSED,TDT8_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-SHEEP-TDT9_VWC_30MIN_PROCESSED,TDT9_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-SHEEP-TDT9_TSOIL_30MIN_PROCESSED,TDT9_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-SHEEP-TDT9_SOILEC_30MIN_PROCESSED,TDT9_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-SHEEP-TDT9_SOILPERM_30MIN_PROCESSED,TDT9_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-SHEEP-TDT10_VWC_30MIN_PROCESSED,TDT10_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-SHEEP-TDT10_TSOIL_30MIN_PROCESSED,TDT10_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-SHEEP-TDT10_SOILEC_30MIN_PROCESSED,TDT10_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-SHEEP-TDT10_SOILPERM_30MIN_PROCESSED,TDT10_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-SHEEP-WD_1DAY_PROCESSED,WD_1DAY_PROCESSED,WD
COSMOS-SHEEP-WS_1DAY_PROCESSED,WS_1DAY_PROCESSED,WS
COSMOS-SHEEP-ALBEDO_1DAY_PROCESSED,ALBEDO_1DAY_PROCESSED,ALBEDO
COSMOS-SHEEP-ALBEDO_SD_1DAY_PROCESSED,ALBEDO_SD_1DAY_PROCESSED,ALBEDO
COSMOS-SHEEP-COSMOS_VWC_1DAY_PROCESSED,COSMOS_VWC_1DAY_PROCESSED,VWC_CRNS
COSMOS-SHEEP-COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,VWC_CRNS
COSMOS-SHEEP-CTS_EST_CRNS_1DAY_PROCESSED,CTS_EST_CRNS_1DAY_PROCESSED,CTS
COSMOS-SHEEP-CTS_MOD_CORR_1DAY_PROCESSED,CTS_MOD_CORR_1DAY_PROCESSED,CTS
COSMOS-SHEEP-D86_1MIN_1DAY_PROCESSED,D86_1MIN_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_5M_1DAY_PROCESSED,D86_5M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_25M_1DAY_PROCESSED,D86_25M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_75M_1DAY_PROCESSED,D86_75M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_150M_1DAY_PROCESSED,D86_150M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_200M_1DAY_PROCESSED,D86_200M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-G1_1DAY_PROCESSED,G1_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-SHEEP-G2_1DAY_PROCESSED,G2_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-SHEEP-LWIN_1DAY_PROCESSED,LWIN_1DAY_PROCESSED,LWIN
COSMOS-SHEEP-LWOUT_1DAY_PROCESSED,LWOUT_1DAY_PROCESSED,LWOUT
COSMOS-SHEEP-MSLP_1DAY_PROCESSED,MSLP_1DAY_PROCESSED,PA
COSMOS-SHEEP-PA_1DAY_PROCESSED,PA_1DAY_PROCESSED,PA
COSMOS-SHEEP-PE_1DAY_PROCESSED,PE_1DAY_PROCESSED,PE
COSMOS-SHEEP-PRECIP_1DAY_PROCESSED,PRECIP_1DAY_PROCESSED,PRECIPITATION
COSMOS-SHEEP-PRECIP_RAINE_1DAY_PROCESSED,PRECIP_RAINE_1DAY_PROCESSED,PRECIPITATION
COSMOS-SHEEP-PRECIP_TIPPING_1DAY_PROCESSED,PRECIP_TIPPING_1DAY_PROCESSED,PRECIPITATION
COSMOS-SHEEP-Q_1DAY_PROCESSED,Q_1DAY_PROCESSED,Q
COSMOS-SHEEP-RH_1DAY_PROCESSED,RH_1DAY_PROCESSED,RH
COSMOS-SHEEP-RN_1DAY_PROCESSED,RN_1DAY_PROCESSED,RN
COSMOS-SHEEP-SIGMA_SWE_CRNS_1DAY_PROCESSED,SIGMA_SWE_CRNS_1DAY_PROCESSED,UNCERTAINTY
COSMOS-SHEEP-SMI_1DAY_PROCESSED,SMI_1DAY_PROCESSED,SMI
COSMOS-SHEEP-SNOW_1DAY_PROCESSED,SNOW_1DAY_PROCESSED,SNOW_DAY
COSMOS-SHEEP-SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR
COSMOS-SHEEP-STP_TSOIL2_1DAY_PROCESSED,STP_TSOIL2_1DAY_PROCESSED,TEMP_SOIL_2
COSMOS-SHEEP-STP_TSOIL5_1DAY_PROCESSED,STP_TSOIL5_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-SHEEP-STP_TSOIL10_1DAY_PROCESSED,STP_TSOIL10_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-SHEEP-STP_TSOIL20_1DAY_PROCESSED,STP_TSOIL20_1DAY_PROCESSED,TEMP_SOIL_20
COSMOS-SHEEP-STP_TSOIL50_1DAY_PROCESSED,STP_TSOIL50_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-SHEEP-SWE_CRNS_1DAY_PROCESSED,SWE_CRNS_1DAY_PROCESSED,SWE
COSMOS-SHEEP-SWIN_1DAY_PROCESSED,SWIN_1DAY_PROCESSED,SWIN
COSMOS-SHEEP-SWOUT_1DAY_PROCESSED,SWOUT_1DAY_PROCESSED,SWOUT
COSMOS-SHEEP-TA_1DAY_PROCESSED,TA_1DAY_PROCESSED,TEMP_AIR
COSMOS-SHEEP-TA_MAX_1DAY_PROCESSED,TA_MAX_1DAY_PROCESSED,TEMP_AIR
COSMOS-SHEEP-TA_MIN_1DAY_PROCESSED,TA_MIN_1DAY_PROCESSED,TEMP_AIR
COSMOS-SHEEP-TDT1_TSOIL_1DAY_PROCESSED,TDT1_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-SHEEP-TDT2_TSOIL_1DAY_PROCESSED,TDT2_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-SHEEP-TDT3_TSOIL_1DAY_PROCESSED,TDT3_TSOIL_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-SHEEP-TDT4_TSOIL_1DAY_PROCESSED,TDT4_TSOIL_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-SHEEP-TDT5_TSOIL_1DAY_PROCESSED,TDT5_TSOIL_1DAY_PROCESSED,TEMP_SOIL_15
COSMOS-SHEEP-TDT6_TSOIL_1DAY_PROCESSED,TDT6_TSOIL_1DAY_PROCESSED,TEMP_SOIL_15
COSMOS-SHEEP-TDT7_TSOIL_1DAY_PROCESSED,TDT7_TSOIL_1DAY_PROCESSED,TEMP_SOIL_25
COSMOS-SHEEP-TDT8_TSOIL_1DAY_PROCESSED,TDT8_TSOIL_1DAY_PROCESSED,TEMP_SOIL_25
COSMOS-SHEEP-TDT9_TSOIL_1DAY_PROCESSED,TDT9_TSOIL_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-SHEEP-TDT10_TSOIL_1DAY_PROCESSED,TDT10_TSOIL_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-SHEEP-TDT1_VWC_1DAY_PROCESSED,TDT1_VWC_1DAY_PROCESSED,VWC_SOIL_10
COSMOS-SHEEP-TDT2_VWC_1DAY_PROCESSED,TDT2_VWC_1DAY_PROCESSED,VWC_SOIL_10
COSMOS-SHEEP-TDT3_VWC_1DAY_PROCESSED,TDT3_VWC_1DAY_PROCESSED,VWC_SOIL_5
COSMOS-SHEEP-TDT4_VWC_1DAY_PROCESSED,TDT4_VWC_1DAY_PROCESSED,VWC_SOIL_5
COSMOS-SHEEP-TDT5_VWC_1DAY_PROCESSED,TDT5_VWC_1DAY_PROCESSED,VWC_SOIL_15
COSMOS-SHEEP-TDT6_VWC_1DAY_PROCESSED,TDT6_VWC_1DAY_PROCESSED,VWC_SOIL_15
COSMOS-SHEEP-TDT7_VWC_1DAY_PROCESSED,TDT7_VWC_1DAY_PROCESSED,VWC_SOIL_25
COSMOS-SHEEP-TDT8_VWC_1DAY_PROCESSED,TDT8_VWC_1DAY_PROCESSED,VWC_SOIL_25
COSMOS-SHEEP-TDT9_VWC_1DAY_PROCESSED,TDT9_VWC_1DAY_PROCESSED,VWC_SOIL_50
COSMOS-SHEEP-TDT10_VWC_1DAY_PROCESSED,TDT10_VWC_1DAY_PROCESSED,VWC_SOIL_50
COSMOS-SHEEP-CTS_EST_CRNS_1HOUR_PROCESSED,CTS_EST_CRNS_1HOUR_PROCESSED,CTS
COSMOS-SHEEP-SWE_CRNS_1HOUR_PROCESSED,SWE_CRNS_1HOUR_PROCESSED,SWE
COSMOS-SHEEP-SIGMA_SWE_CRNS_1HOUR_PROCESSED,SIGMA_SWE_CRNS_1HOUR_PROCESSED,UNCERTAINTY
COSMOS-SHEEP-EFF_DEPTH_1HOUR_PROCESSED,EFF_DEPTH_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-PA_1HOUR_PROCESSED,PA_1HOUR_PROCESSED,PA
COSMOS-SHEEP-Q_1HOUR_PROCESSED,Q_1HOUR_PROCESSED,Q
COSMOS-SHEEP-CTS_MOD_1HOUR_PROCESSED,CTS_MOD_1HOUR_PROCESSED,CTS
COSMOS-SHEEP-COSMOSFACTOR_PA_1HOUR_PROCESSED,COSMOSFACTOR_PA_1HOUR_PROCESSED,FACTOR_PA
COSMOS-SHEEP-COSMOSFACTOR_INTEN_1HOUR_PROCESSED,COSMOSFACTOR_INTEN_1HOUR_PROCESSED,FACTOR_INTEN
COSMOS-SHEEP-COSMOSFACTOR_Q_1HOUR_PROCESSED,COSMOSFACTOR_Q_1HOUR_PROCESSED,FACTOR_Q
COSMOS-SHEEP-CTS_MOD_CORR_1HOUR_PROCESSED,CTS_MOD_CORR_1HOUR_PROCESSED,CTS
COSMOS-SHEEP-COSMOS_VWC_1HOUR_PROCESSED,COSMOS_VWC_1HOUR_PROCESSED,VWC_CRNS
COSMOS-SHEEP-D86_1MIN_1HOUR_PROCESSED,D86_1MIN_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_5M_1HOUR_PROCESSED,D86_5M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_25M_1HOUR_PROCESSED,D86_25M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_75M_1HOUR_PROCESSED,D86_75M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_150M_1HOUR_PROCESSED,D86_150M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-D86_200M_1HOUR_PROCESSED,D86_200M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-SHEEP-PE_1HOUR_PROCESSED,PE_1HOUR_PROCESSED,PE
COSMOS-SOURH-PRECIP_TIPPING_A_1MIN_RAW,PRECIP_TIPPING_A_1MIN_RAW,PRECIPITATION
COSMOS-SOURH-PRECIP_TIPPING_B_1MIN_RAW,PRECIP_TIPPING_B_1MIN_RAW,PRECIPITATION
COSMOS-SOURH-P_INTENSITY_RT_1MIN_RAW,P_INTENSITY_RT_1MIN_RAW,PRECIPITATION_INTEN
COSMOS-SOURH-P_ACCUMULATED_RT_NRT_1MIN_RAW,P_ACCUMULATED_RT_NRT_1MIN_RAW,PRECIPITATION
COSMOS-SOURH-PRECIP_1MIN_RAW,PRECIP_1MIN_RAW,PRECIPITATION
COSMOS-SOURH-P_ACCUMULATEDAL_NRT_1MIN_RAW,P_ACCUMULATEDAL_NRT_1MIN_RAW,PRECIPITATION
COSMOS-SOURH-BUCKET_LEVEL_1MIN_RAW,BUCKET_LEVEL_1MIN_RAW,BUCKET_LEVEL
COSMOS-SOURH-P_BUCKET_NRT_1MIN_RAW,P_BUCKET_NRT_1MIN_RAW,BUCKET_LEVEL
COSMOS-SOURH-P_LOADCELL_TEMP_1MIN_RAW,P_LOADCELL_TEMP_1MIN_RAW,TEMP_LOADCELL
COSMOS-SOURH-P_HEATING_STATUS_1MIN_RAW,P_HEATING_STATUS_1MIN_RAW,STATUS_P_HEATING
COSMOS-SOURH-P_STATUS_1MIN_RAW,P_STATUS_1MIN_RAW,STATUS_PLUVIO
COSMOS-SOURH-SWIN_MULT_30MIN_RAW,SWIN_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-SOURH-SWOUT_MULT_30MIN_RAW,SWOUT_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-SOURH-LWIN_MULT_30MIN_RAW,LWIN_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-SOURH-LWOUT_MULT_30MIN_RAW,LWOUT_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-SOURH-PRECIP_TIPPING_A_30MIN_RAW,PRECIP_TIPPING_A_30MIN_RAW,PRECIPITATION
COSMOS-SOURH-PRECIP_TIPPING_B_30MIN_RAW,PRECIP_TIPPING_B_30MIN_RAW,PRECIPITATION
COSMOS-SOURH-PRECIP_TIPPING2_30MIN_RAW,PRECIP_TIPPING2_30MIN_RAW,PRECIPITATION
COSMOS-SOURH-TBR_TIP_30MIN_RAW,TBR_TIP_30MIN_RAW,FACTOR_CALIB
COSMOS-SOURH-CTS_MOD_PERIOD_30MIN_RAW,CTS_MOD_PERIOD_30MIN_RAW,MEASURE_PERIOD
COSMOS-SOURH-CTS_MOD2_PERIOD_30MIN_RAW,CTS_MOD2_PERIOD_30MIN_RAW,MEASURE_PERIOD
COSMOS-SOURH-CTS_SNOW_PERIOD_30MIN_RAW,CTS_SNOW_PERIOD_30MIN_RAW,MEASURE_PERIOD
COSMOS-SOURH-WM_NAN_COUNT_30MIN_RAW,WM_NAN_COUNT_30MIN_RAW,COUNT
COSMOS-SOURH-RH_INTERNAL_30MIN_RAW,RH_INTERNAL_30MIN_RAW,RH
COSMOS-SOURH-COV_TS_UZ_30MIN_RAW,COV_TS_UZ_30MIN_RAW,WS
COSMOS-SOURH-RHO_A_MEAN_30MIN_RAW,RHO_A_MEAN_30MIN_RAW,AIR_DENSITY
COSMOS-SOURH-E_SAT_MEAN_30MIN_RAW,E_SAT_MEAN_30MIN_RAW,VAPOUR_P
COSMOS-SOURH-METPAK_SAMPLES_30MIN_RAW,METPAK_SAMPLES_30MIN_RAW,SCANS_METPAK
COSMOS-SOURH-CTS_MOD_RH_30MIN_RAW,CTS_MOD_RH_30MIN_RAW,RH
COSMOS-SOURH-CTS_MOD_TEMP_30MIN_RAW,CTS_MOD_TEMP_30MIN_RAW,TEMP_CRNS
COSMOS-SOURH-CTS_SNOW_TEMP_30MIN_RAW,CTS_SNOW_TEMP_30MIN_RAW,TEMP_CRNS
COSMOS-SOURH-CTS_SNOW_RH_30MIN_RAW,CTS_SNOW_RH_30MIN_RAW,RH
COSMOS-SOURH-CTS_MOD2_RH_30MIN_RAW,CTS_MOD2_RH_30MIN_RAW,RH
COSMOS-SOURH-CTS_MOD2_TEMP_30MIN_RAW,CTS_MOD2_TEMP_30MIN_RAW,TEMP_CRNS
COSMOS-SOURH-TDT1_VWC_30MIN_RAW,TDT1_VWC_30MIN_RAW,VWC_SOIL_10
COSMOS-SOURH-TDT1_TSOIL_30MIN_RAW,TDT1_TSOIL_30MIN_RAW,TEMP_SOIL_10
COSMOS-SOURH-TDT1_SOILPERM_30MIN_RAW,TDT1_SOILPERM_30MIN_RAW,PERM_10
COSMOS-SOURH-TDT1_SOILEC_30MIN_RAW,TDT1_SOILEC_30MIN_RAW,COND_10
COSMOS-SOURH-TDT2_VWC_30MIN_RAW,TDT2_VWC_30MIN_RAW,VWC_SOIL_10
COSMOS-SOURH-TDT2_TSOIL_30MIN_RAW,TDT2_TSOIL_30MIN_RAW,TEMP_SOIL_10
COSMOS-SOURH-TDT2_SOILPERM_30MIN_RAW,TDT2_SOILPERM_30MIN_RAW,PERM_10
COSMOS-SOURH-TDT2_SOILEC_30MIN_RAW,TDT2_SOILEC_30MIN_RAW,COND_10
COSMOS-SOURH-WD_30MIN_RAW,WD_30MIN_RAW,WD
COSMOS-SOURH-WD_STD_30MIN_RAW,WD_STD_30MIN_RAW,WD
COSMOS-SOURH-WS_30MIN_RAW,WS_30MIN_RAW,WS
COSMOS-SOURH-WS_STD_30MIN_RAW,WS_STD_30MIN_RAW,WS
COSMOS-SOURH-PA_30MIN_RAW,PA_30MIN_RAW,PA
COSMOS-SOURH-PA_STD_30MIN_RAW,PA_STD_30MIN_RAW,PA
COSMOS-SOURH-RH_30MIN_RAW,RH_30MIN_RAW,RH
COSMOS-SOURH-RH_STD_30MIN_RAW,RH_STD_30MIN_RAW,RH
COSMOS-SOURH-TA_30MIN_RAW,TA_30MIN_RAW,TEMP_AIR
COSMOS-SOURH-TA_STD_30MIN_RAW,TA_STD_30MIN_RAW,TEMP_AIR
COSMOS-SOURH-Q_30MIN_RAW,Q_30MIN_RAW,Q
COSMOS-SOURH-Q_STD_30MIN_RAW,Q_STD_30MIN_RAW,Q
COSMOS-SOURH-SWIN_30MIN_RAW,SWIN_30MIN_RAW,SWIN
COSMOS-SOURH-SWIN_STD_30MIN_RAW,SWIN_STD_30MIN_RAW,SWIN
COSMOS-SOURH-SWOUT_30MIN_RAW,SWOUT_30MIN_RAW,SWOUT
COSMOS-SOURH-SWOUT_STD_30MIN_RAW,SWOUT_STD_30MIN_RAW,SWOUT
COSMOS-SOURH-LWIN_UNC_30MIN_RAW,LWIN_UNC_30MIN_RAW,LWIN_UNC
COSMOS-SOURH-LWIN_UNC_STD_30MIN_RAW,LWIN_UNC_STD_30MIN_RAW,LWIN_UNC
COSMOS-SOURH-LWOUT_UNC_30MIN_RAW,LWOUT_UNC_30MIN_RAW,LWOUT_UNC
COSMOS-SOURH-LWOUT_UNC_STD_30MIN_RAW,LWOUT_UNC_STD_30MIN_RAW,LWOUT_UNC
COSMOS-SOURH-LWIN_30MIN_RAW,LWIN_30MIN_RAW,LWIN
COSMOS-SOURH-LWIN_STD_30MIN_RAW,LWIN_STD_30MIN_RAW,LWIN
COSMOS-SOURH-LWOUT_30MIN_RAW,LWOUT_30MIN_RAW,LWOUT
COSMOS-SOURH-LWOUT_STD_30MIN_RAW,LWOUT_STD_30MIN_RAW,LWOUT
COSMOS-SOURH-TNR01C_30MIN_RAW,TNR01C_30MIN_RAW,TEMP_RADIOMETER
COSMOS-SOURH-TNR01C_STD_30MIN_RAW,TNR01C_STD_30MIN_RAW,TEMP_RADIOMETER
COSMOS-SOURH-PRECIP_30MIN_RAW,PRECIP_30MIN_RAW,PRECIPITATION
COSMOS-SOURH-PRECIP_DIAG_30MIN_RAW,PRECIP_DIAG_30MIN_RAW,DIAG_PRECIP
COSMOS-SOURH-SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_DISTANCE_UNC
COSMOS-SOURH-SNOWD_SIGNALQUALITY_30MIN_RAW,SNOWD_SIGNALQUALITY_30MIN_RAW,SNOWD_SIGNALQUALITY
COSMOS-SOURH-CTS_MOD_30MIN_RAW,CTS_MOD_30MIN_RAW,CTS
COSMOS-SOURH-CTS_BARE_30MIN_RAW,CTS_BARE_30MIN_RAW,CTS
COSMOS-SOURH-CTS_MOD2_30MIN_RAW,CTS_MOD2_30MIN_RAW,CTS
COSMOS-SOURH-CTS_SNOW_30MIN_RAW,CTS_SNOW_30MIN_RAW,CTS
COSMOS-SOURH-PROFILE_VWC15_30MIN_RAW,PROFILE_VWC15_30MIN_RAW,VWC_SOIL_15
COSMOS-SOURH-PROFILE_SOILEC15_30MIN_RAW,PROFILE_SOILEC15_30MIN_RAW,COND_15
COSMOS-SOURH-PROFILE_VWC40_30MIN_RAW,PROFILE_VWC40_30MIN_RAW,VWC_SOIL_40
COSMOS-SOURH-PROFILE_SOILEC40_30MIN_RAW,PROFILE_SOILEC40_30MIN_RAW,COND_40
COSMOS-SOURH-PROFILE_VWC65_30MIN_RAW,PROFILE_VWC65_30MIN_RAW,VWC_SOIL_65
COSMOS-SOURH-PROFILE_SOILEC65_30MIN_RAW,PROFILE_SOILEC65_30MIN_RAW,COND_65
COSMOS-SOURH-STP_TSOIL50_30MIN_RAW,STP_TSOIL50_30MIN_RAW,TEMP_SOIL_50
COSMOS-SOURH-STP_TSOIL20_30MIN_RAW,STP_TSOIL20_30MIN_RAW,TEMP_SOIL_20
COSMOS-SOURH-STP_TSOIL10_30MIN_RAW,STP_TSOIL10_30MIN_RAW,TEMP_SOIL_10
COSMOS-SOURH-STP_TSOIL5_30MIN_RAW,STP_TSOIL5_30MIN_RAW,TEMP_SOIL_5
COSMOS-SOURH-STP_TSOIL2_30MIN_RAW,STP_TSOIL2_30MIN_RAW,TEMP_SOIL_2
COSMOS-SOURH-G1_30MIN_RAW,G1_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G1_STD_30MIN_RAW,G1_STD_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G1_MV_30MIN_RAW,G1_MV_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G1_CAL_30MIN_RAW,G1_CAL_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G2_30MIN_RAW,G2_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G2_STD_30MIN_RAW,G2_STD_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G2_MV_30MIN_RAW,G2_MV_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-G2_CAL_30MIN_RAW,G2_CAL_30MIN_RAW,HEATFLUX_SOIL
COSMOS-SOURH-BATTV_30MIN_RAW,BATTV_30MIN_RAW,VOLTAGE
COSMOS-SOURH-SCANS_30MIN_RAW,SCANS_30MIN_RAW,SCANS_METPAK
COSMOS-SOURH-CTS_MOD_DIAG_1_30MIN_RAW,CTS_MOD_DIAG_1_30MIN_RAW,DIAG_CRNS
