TIMESERIES_ID,TIMESERIES_DEF,PARAMETER_ID
COSMOS-CGARW-TDT3_SOILEC_30MIN_PROCESSED,TDT3_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-CGARW-TDT3_SOILPERM_30MIN_PROCESSED,TDT3_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-CGARW-TDT4_VWC_30MIN_PROCESSED,TDT4_VWC_30MIN_PROCESSED,VWC_SOIL_5
COSMOS-CGARW-TDT4_TSOIL_30MIN_PROCESSED,TDT4_TSOIL_30MIN_PROCESSED,TEMP_SOIL_5
COSMOS-CGARW-TDT4_SOILEC_30MIN_PROCESSED,TDT4_SOILEC_30MIN_PROCESSED,COND_5
COSMOS-CGARW-TDT4_SOILPERM_30MIN_PROCESSED,TDT4_SOILPERM_30MIN_PROCESSED,PERM_5
COSMOS-CGARW-TDT5_VWC_30MIN_PROCESSED,TDT5_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-CGARW-TDT5_TSOIL_30MIN_PROCESSED,TDT5_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-CGARW-TDT5_SOILEC_30MIN_PROCESSED,TDT5_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-CGARW-TDT5_SOILPERM_30MIN_PROCESSED,TDT5_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-CGARW-TDT6_VWC_30MIN_PROCESSED,TDT6_VWC_30MIN_PROCESSED,VWC_SOIL_15
COSMOS-CGARW-TDT6_TSOIL_30MIN_PROCESSED,TDT6_TSOIL_30MIN_PROCESSED,TEMP_SOIL_15
COSMOS-CGARW-TDT6_SOILEC_30MIN_PROCESSED,TDT6_SOILEC_30MIN_PROCESSED,COND_15
COSMOS-CGARW-TDT6_SOILPERM_30MIN_PROCESSED,TDT6_SOILPERM_30MIN_PROCESSED,PERM_15
COSMOS-CGARW-TDT7_VWC_30MIN_PROCESSED,TDT7_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-CGARW-TDT7_TSOIL_30MIN_PROCESSED,TDT7_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-CGARW-TDT7_SOILEC_30MIN_PROCESSED,TDT7_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-CGARW-TDT7_SOILPERM_30MIN_PROCESSED,TDT7_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-CGARW-TDT8_VWC_30MIN_PROCESSED,TDT8_VWC_30MIN_PROCESSED,VWC_SOIL_25
COSMOS-CGARW-TDT8_TSOIL_30MIN_PROCESSED,TDT8_TSOIL_30MIN_PROCESSED,TEMP_SOIL_25
COSMOS-CGARW-TDT8_SOILEC_30MIN_PROCESSED,TDT8_SOILEC_30MIN_PROCESSED,COND_25
COSMOS-CGARW-TDT8_SOILPERM_30MIN_PROCESSED,TDT8_SOILPERM_30MIN_PROCESSED,PERM_25
COSMOS-CGARW-TDT9_VWC_30MIN_PROCESSED,TDT9_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-CGARW-TDT9_TSOIL_30MIN_PROCESSED,TDT9_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-CGARW-TDT9_SOILEC_30MIN_PROCESSED,TDT9_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-CGARW-TDT9_SOILPERM_30MIN_PROCESSED,TDT9_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-CGARW-TDT10_VWC_30MIN_PROCESSED,TDT10_VWC_30MIN_PROCESSED,VWC_SOIL_50
COSMOS-CGARW-TDT10_TSOIL_30MIN_PROCESSED,TDT10_TSOIL_30MIN_PROCESSED,TEMP_SOIL_50
COSMOS-CGARW-TDT10_SOILEC_30MIN_PROCESSED,TDT10_SOILEC_30MIN_PROCESSED,COND_50
COSMOS-CGARW-TDT10_SOILPERM_30MIN_PROCESSED,TDT10_SOILPERM_30MIN_PROCESSED,PERM_50
COSMOS-CGARW-WD_1DAY_PROCESSED,WD_1DAY_PROCESSED,WD
COSMOS-CGARW-WS_1DAY_PROCESSED,WS_1DAY_PROCESSED,WS
COSMOS-CGARW-ALBEDO_1DAY_PROCESSED,ALBEDO_1DAY_PROCESSED,ALBEDO
COSMOS-CGARW-ALBEDO_SD_1DAY_PROCESSED,ALBEDO_SD_1DAY_PROCESSED,ALBEDO
COSMOS-CGARW-COSMOS_VWC_1DAY_PROCESSED,COSMOS_VWC_1DAY_PROCESSED,VWC_CRNS
COSMOS-CGARW-COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,VWC_CRNS
COSMOS-CGARW-CTS_EST_CRNS_1DAY_PROCESSED,CTS_EST_CRNS_1DAY_PROCESSED,CTS
COSMOS-CGARW-CTS_EST_SNOWFOX_1DAY_PROCESSED,CTS_EST_SNOWFOX_1DAY_PROCESSED,CTS
COSMOS-CGARW-CTS_MOD_CORR_1DAY_PROCESSED,CTS_MOD_CORR_1DAY_PROCESSED,CTS
COSMOS-CGARW-CTS_SNOWFOX_CORR_1DAY_PROCESSED,CTS_SNOWFOX_CORR_1DAY_PROCESSED,CTS
COSMOS-CGARW-D86_1MIN_1DAY_PROCESSED,D86_1MIN_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_5M_1DAY_PROCESSED,D86_5M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_25M_1DAY_PROCESSED,D86_25M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_75M_1DAY_PROCESSED,D86_75M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_150M_1DAY_PROCESSED,D86_150M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_200M_1DAY_PROCESSED,D86_200M_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH_1DAY_PROCESSED,EFF_DEPTH
COSMOS-CGARW-G1_1DAY_PROCESSED,G1_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-CGARW-G2_1DAY_PROCESSED,G2_1DAY_PROCESSED,HEATFLUX_SOIL
COSMOS-CGARW-LWIN_1DAY_PROCESSED,LWIN_1DAY_PROCESSED,LWIN
COSMOS-CGARW-LWOUT_1DAY_PROCESSED,LWOUT_1DAY_PROCESSED,LWOUT
COSMOS-CGARW-MSLP_1DAY_PROCESSED,MSLP_1DAY_PROCESSED,PA
COSMOS-CGARW-PA_1DAY_PROCESSED,PA_1DAY_PROCESSED,PA
COSMOS-CGARW-PE_1DAY_PROCESSED,PE_1DAY_PROCESSED,PE
COSMOS-CGARW-PRECIP_1DAY_PROCESSED,PRECIP_1DAY_PROCESSED,PRECIPITATION
COSMOS-CGARW-PRECIP_RAINE_1DAY_PROCESSED,PRECIP_RAINE_1DAY_PROCESSED,PRECIPITATION
COSMOS-CGARW-PRECIP_TIPPING_1DAY_PROCESSED,PRECIP_TIPPING_1DAY_PROCESSED,PRECIPITATION
COSMOS-CGARW-Q_1DAY_PROCESSED,Q_1DAY_PROCESSED,Q
COSMOS-CGARW-RH_1DAY_PROCESSED,RH_1DAY_PROCESSED,RH
COSMOS-CGARW-RN_1DAY_PROCESSED,RN_1DAY_PROCESSED,RN
COSMOS-CGARW-SIGMA_SWE_CRNS_1DAY_PROCESSED,SIGMA_SWE_CRNS_1DAY_PROCESSED,UNCERTAINTY
COSMOS-CGARW-SIGMA_SWE_SNOWFOX_1DAY_PROCESSED,SIGMA_SWE_SNOWFOX_1DAY_PROCESSED,UNCERTAINTY
COSMOS-CGARW-SMI_1DAY_PROCESSED,SMI_1DAY_PROCESSED,SMI
COSMOS-CGARW-SNOW_1DAY_PROCESSED,SNOW_1DAY_PROCESSED,SNOW_DAY
COSMOS-CGARW-SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR_1DAY_PROCESSED,SNOWD_DISTANCE_COR
COSMOS-CGARW-STP_TSOIL2_1DAY_PROCESSED,STP_TSOIL2_1DAY_PROCESSED,TEMP_SOIL_2
COSMOS-CGARW-STP_TSOIL5_1DAY_PROCESSED,STP_TSOIL5_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-CGARW-STP_TSOIL10_1DAY_PROCESSED,STP_TSOIL10_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-CGARW-STP_TSOIL20_1DAY_PROCESSED,STP_TSOIL20_1DAY_PROCESSED,TEMP_SOIL_20
COSMOS-CGARW-STP_TSOIL50_1DAY_PROCESSED,STP_TSOIL50_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-CGARW-SWE_CRNS_1DAY_PROCESSED,SWE_CRNS_1DAY_PROCESSED,SWE
COSMOS-CGARW-SWE_SNOWFOX_1DAY_PROCESSED,SWE_SNOWFOX_1DAY_PROCESSED,SWE
COSMOS-CGARW-SWIN_1DAY_PROCESSED,SWIN_1DAY_PROCESSED,SWIN
COSMOS-CGARW-SWOUT_1DAY_PROCESSED,SWOUT_1DAY_PROCESSED,SWOUT
COSMOS-CGARW-TA_1DAY_PROCESSED,TA_1DAY_PROCESSED,TEMP_AIR
COSMOS-CGARW-TA_MAX_1DAY_PROCESSED,TA_MAX_1DAY_PROCESSED,TEMP_AIR
COSMOS-CGARW-TA_MIN_1DAY_PROCESSED,TA_MIN_1DAY_PROCESSED,TEMP_AIR
COSMOS-CGARW-TDT1_TSOIL_1DAY_PROCESSED,TDT1_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-CGARW-TDT2_TSOIL_1DAY_PROCESSED,TDT2_TSOIL_1DAY_PROCESSED,TEMP_SOIL_10
COSMOS-CGARW-TDT3_TSOIL_1DAY_PROCESSED,TDT3_TSOIL_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-CGARW-TDT4_TSOIL_1DAY_PROCESSED,TDT4_TSOIL_1DAY_PROCESSED,TEMP_SOIL_5
COSMOS-CGARW-TDT5_TSOIL_1DAY_PROCESSED,TDT5_TSOIL_1DAY_PROCESSED,TEMP_SOIL_15
COSMOS-CGARW-TDT6_TSOIL_1DAY_PROCESSED,TDT6_TSOIL_1DAY_PROCESSED,TEMP_SOIL_15
COSMOS-CGARW-TDT7_TSOIL_1DAY_PROCESSED,TDT7_TSOIL_1DAY_PROCESSED,TEMP_SOIL_25
COSMOS-CGARW-TDT8_TSOIL_1DAY_PROCESSED,TDT8_TSOIL_1DAY_PROCESSED,TEMP_SOIL_25
COSMOS-CGARW-TDT9_TSOIL_1DAY_PROCESSED,TDT9_TSOIL_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-CGARW-TDT10_TSOIL_1DAY_PROCESSED,TDT10_TSOIL_1DAY_PROCESSED,TEMP_SOIL_50
COSMOS-CGARW-TDT1_VWC_1DAY_PROCESSED,TDT1_VWC_1DAY_PROCESSED,VWC_SOIL_10
COSMOS-CGARW-TDT2_VWC_1DAY_PROCESSED,TDT2_VWC_1DAY_PROCESSED,VWC_SOIL_10
COSMOS-CGARW-TDT3_VWC_1DAY_PROCESSED,TDT3_VWC_1DAY_PROCESSED,VWC_SOIL_5
COSMOS-CGARW-TDT4_VWC_1DAY_PROCESSED,TDT4_VWC_1DAY_PROCESSED,VWC_SOIL_5
COSMOS-CGARW-TDT5_VWC_1DAY_PROCESSED,TDT5_VWC_1DAY_PROCESSED,VWC_SOIL_15
COSMOS-CGARW-TDT6_VWC_1DAY_PROCESSED,TDT6_VWC_1DAY_PROCESSED,VWC_SOIL_15
COSMOS-CGARW-TDT7_VWC_1DAY_PROCESSED,TDT7_VWC_1DAY_PROCESSED,VWC_SOIL_25
COSMOS-CGARW-TDT8_VWC_1DAY_PROCESSED,TDT8_VWC_1DAY_PROCESSED,VWC_SOIL_25
COSMOS-CGARW-TDT9_VWC_1DAY_PROCESSED,TDT9_VWC_1DAY_PROCESSED,VWC_SOIL_50
COSMOS-CGARW-TDT10_VWC_1DAY_PROCESSED,TDT10_VWC_1DAY_PROCESSED,VWC_SOIL_50
COSMOS-CGARW-CTS_SNOWFOX_1HOUR_PROCESSED,CTS_SNOWFOX_1HOUR_PROCESSED,CTS
COSMOS-CGARW-CTS_SNOWFOX_CORR_1HOUR_PROCESSED,CTS_SNOWFOX_CORR_1HOUR_PROCESSED,CTS
COSMOS-CGARW-CTS_EST_CRNS_1HOUR_PROCESSED,CTS_EST_CRNS_1HOUR_PROCESSED,CTS
COSMOS-CGARW-CTS_EST_SNOWFOX_1HOUR_PROCESSED,CTS_EST_SNOWFOX_1HOUR_PROCESSED,CTS
COSMOS-CGARW-SWE_CRNS_1HOUR_PROCESSED,SWE_CRNS_1HOUR_PROCESSED,SWE
COSMOS-CGARW-SWE_SNOWFOX_1HOUR_PROCESSED,SWE_SNOWFOX_1HOUR_PROCESSED,SWE
COSMOS-CGARW-SIGMA_SWE_CRNS_1HOUR_PROCESSED,SIGMA_SWE_CRNS_1HOUR_PROCESSED,UNCERTAINTY
COSMOS-CGARW-SIGMA_SWE_SNOWFOX_1HOUR_PROCESSED,SIGMA_SWE_SNOWFOX_1HOUR_PROCESSED,UNCERTAINTY
COSMOS-CGARW-EFF_DEPTH_1HOUR_PROCESSED,EFF_DEPTH_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-PA_1HOUR_PROCESSED,PA_1HOUR_PROCESSED,PA
COSMOS-CGARW-Q_1HOUR_PROCESSED,Q_1HOUR_PROCESSED,Q
COSMOS-CGARW-CTS_MOD_1HOUR_PROCESSED,CTS_MOD_1HOUR_PROCESSED,CTS
COSMOS-CGARW-COSMOSFACTOR_PA_1HOUR_PROCESSED,COSMOSFACTOR_PA_1HOUR_PROCESSED,FACTOR_PA
COSMOS-CGARW-COSMOSFACTOR_INTEN_1HOUR_PROCESSED,COSMOSFACTOR_INTEN_1HOUR_PROCESSED,FACTOR_INTEN
COSMOS-CGARW-COSMOSFACTOR_Q_1HOUR_PROCESSED,COSMOSFACTOR_Q_1HOUR_PROCESSED,FACTOR_Q
COSMOS-CGARW-CTS_MOD_CORR_1HOUR_PROCESSED,CTS_MOD_CORR_1HOUR_PROCESSED,CTS
COSMOS-CGARW-COSMOS_VWC_1HOUR_PROCESSED,COSMOS_VWC_1HOUR_PROCESSED,VWC_CRNS
COSMOS-CGARW-D86_1MIN_1HOUR_PROCESSED,D86_1MIN_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_5M_1HOUR_PROCESSED,D86_5M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_25M_1HOUR_PROCESSED,D86_25M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_75M_1HOUR_PROCESSED,D86_75M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_150M_1HOUR_PROCESSED,D86_150M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-D86_200M_1HOUR_PROCESSED,D86_200M_1HOUR_PROCESSED,EFF_DEPTH
COSMOS-CGARW-PE_1HOUR_PROCESSED,PE_1HOUR_PROCESSED,PE
COSMOS-CHIMN-PRECIP_TIPPING_A_1MIN_RAW,PRECIP_TIPPING_A_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-PRECIP_TIPPING_B_1MIN_RAW,PRECIP_TIPPING_B_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-P_INTENSITY_RT_1MIN_RAW,P_INTENSITY_RT_1MIN_RAW,PRECIPITATION_INTEN
COSMOS-CHIMN-P_ACCUMULATED_RT_NRT_1MIN_RAW,P_ACCUMULATED_RT_NRT_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-PRECIP_1MIN_RAW,PRECIP_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-P_ACCUMULATEDAL_NRT_1MIN_RAW,P_ACCUMULATEDAL_NRT_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-BUCKET_LEVEL_1MIN_RAW,BUCKET_LEVEL_1MIN_RAW,BUCKET_LEVEL
COSMOS-CHIMN-P_BUCKET_NRT_1MIN_RAW,P_BUCKET_NRT_1MIN_RAW,BUCKET_LEVEL
COSMOS-CHIMN-P_LOADCELL_TEMP_1MIN_RAW,P_LOADCELL_TEMP_1MIN_RAW,TEMP_LOADCELL
COSMOS-CHIMN-P_HEATING_STATUS_1MIN_RAW,P_HEATING_STATUS_1MIN_RAW,STATUS_P_HEATING
COSMOS-CHIMN-P_STATUS_1MIN_RAW,P_STATUS_1MIN_RAW,STATUS_PLUVIO
COSMOS-CHIMN-RAINE_INT_1M_1MIN_RAW,RAINE_INT_1M_1MIN_RAW,PRECIPITATION_INTEN
COSMOS-CHIMN-RAINE_INT_1M_HR_1MIN_RAW,RAINE_INT_1M_HR_1MIN_RAW,PRECIPITATION_INTEN
COSMOS-CHIMN-RAINE_INT_LR_1MIN_RAW,RAINE_INT_LR_1MIN_RAW,PRECIPITATION_INTEN
COSMOS-CHIMN-RAINE_INT_LR_HR_1MIN_RAW,RAINE_INT_LR_HR_1MIN_RAW,PRECIPITATION_INTEN
COSMOS-CHIMN-PRECIP_RAINE_1MIN_RAW,PRECIP_RAINE_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-RAINE_PRECIP_TOT_1MIN_RAW,RAINE_PRECIP_TOT_1MIN_RAW,PRECIPITATION
COSMOS-CHIMN-SWIN_MULT_30MIN_RAW,SWIN_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-CHIMN-SWOUT_MULT_30MIN_RAW,SWOUT_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-CHIMN-LWIN_MULT_30MIN_RAW,LWIN_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-CHIMN-LWOUT_MULT_30MIN_RAW,LWOUT_MULT_30MIN_RAW,FACTOR_CALIB
COSMOS-CHIMN-PRECIP_TIPPING_A_30MIN_RAW,PRECIP_TIPPING_A_30MIN_RAW,PRECIPITATION
COSMOS-CHIMN-PRECIP_TIPPING_B_30MIN_RAW,PRECIP_TIPPING_B_30MIN_RAW,PRECIPITATION
COSMOS-CHIMN-PRECIP_TIPPING2_30MIN_RAW,PRECIP_TIPPING2_30MIN_RAW,PRECIPITATION
COSMOS-CHIMN-TBR_TIP_30MIN_RAW,TBR_TIP_30MIN_RAW,FACTOR_CALIB
COSMOS-CHIMN-CTS_MOD_PERIOD_30MIN_RAW,CTS_MOD_PERIOD_30MIN_RAW,MEASURE_PERIOD
COSMOS-CHIMN-CTS_MOD2_PERIOD_30MIN_RAW,CTS_MOD2_PERIOD_30MIN_RAW,MEASURE_PERIOD
COSMOS-CHIMN-WM_NAN_COUNT_30MIN_RAW,WM_NAN_COUNT_30MIN_RAW,COUNT
COSMOS-CHIMN-RH_INTERNAL_30MIN_RAW,RH_INTERNAL_30MIN_RAW,RH
COSMOS-CHIMN-COV_TS_UZ_30MIN_RAW,COV_TS_UZ_30MIN_RAW,WS
COSMOS-CHIMN-RHO_A_MEAN_30MIN_RAW,RHO_A_MEAN_30MIN_RAW,AIR_DENSITY
COSMOS-CHIMN-E_SAT_MEAN_30MIN_RAW,E_SAT_MEAN_30MIN_RAW,VAPOUR_P
COSMOS-CHIMN-METPAK_SAMPLES_30MIN_RAW,METPAK_SAMPLES_30MIN_RAW,SCANS_METPAK
COSMOS-CHIMN-CTS_MOD_RH_30MIN_RAW,CTS_MOD_RH_30MIN_RAW,RH
COSMOS-CHIMN-CTS_MOD_TEMP_30MIN_RAW,CTS_MOD_TEMP_30MIN_RAW,TEMP_CRNS
COSMOS-CHIMN-CTS_MOD2_RH_30MIN_RAW,CTS_MOD2_RH_30MIN_RAW,RH
COSMOS-CHIMN-CTS_MOD2_TEMP_30MIN_RAW,CTS_MOD2_TEMP_30MIN_RAW,TEMP_CRNS
COSMOS-CHIMN-TDT1_VWC_30MIN_RAW,TDT1_VWC_30MIN_RAW,VWC_SOIL_10
COSMOS-CHIMN-TDT1_TSOIL_30MIN_RAW,TDT1_TSOIL_30MIN_RAW,TEMP_SOIL_10
COSMOS-CHIMN-TDT1_SOILPERM_30MIN_RAW,TDT1_SOILPERM_30MIN_RAW,PERM_10
COSMOS-CHIMN-TDT1_SOILEC_30MIN_RAW,TDT1_SOILEC_30MIN_RAW,COND_10
COSMOS-CHIMN-TDT2_VWC_30MIN_RAW,TDT2_VWC_30MIN_RAW,VWC_SOIL_10
COSMOS-CHIMN-TDT2_TSOIL_30MIN_RAW,TDT2_TSOIL_30MIN_RAW,TEMP_SOIL_10
COSMOS-CHIMN-TDT2_SOILPERM_30MIN_RAW,TDT2_SOILPERM_30MIN_RAW,PERM_10
COSMOS-CHIMN-TDT2_SOILEC_30MIN_RAW,TDT2_SOILEC_30MIN_RAW,COND_10
COSMOS-CHIMN-TDT3_VWC_30MIN_RAW,TDT3_VWC_30MIN_RAW,VWC_SOIL_5
COSMOS-CHIMN-TDT3_TSOIL_30MIN_RAW,TDT3_TSOIL_30MIN_RAW,TEMP_SOIL_5
COSMOS-CHIMN-TDT3_SOILEC_30MIN_RAW,TDT3_SOILEC_30MIN_RAW,COND_5
COSMOS-CHIMN-TDT3_SOILPERM_30MIN_RAW,TDT3_SOILPERM_30MIN_RAW,PERM_5
COSMOS-CHIMN-TDT4_VWC_30MIN_RAW,TDT4_VWC_30MIN_RAW,VWC_SOIL_5
COSMOS-CHIMN-TDT4_TSOIL_30MIN_RAW,TDT4_TSOIL_30MIN_RAW,TEMP_SOIL_5
COSMOS-CHIMN-TDT4_SOILEC_30MIN_RAW,TDT4_SOILEC_30MIN_RAW,COND_5
COSMOS-CHIMN-TDT4_SOILPERM_30MIN_RAW,TDT4_SOILPERM_30MIN_RAW,PERM_5
COSMOS-CHIMN-TDT5_VWC_30MIN_RAW,TDT5_VWC_30MIN_RAW,VWC_SOIL_15
COSMOS-CHIMN-TDT5_TSOIL_30MIN_RAW,TDT5_TSOIL_30MIN_RAW,TEMP_SOIL_15
COSMOS-CHIMN-TDT5_SOILEC_30MIN_RAW,TDT5_SOILEC_30MIN_RAW,COND_15
COSMOS-CHIMN-TDT5_SOILPERM_30MIN_RAW,TDT5_SOILPERM_30MIN_RAW,PERM_15
COSMOS-CHIMN-TDT6_VWC_30MIN_RAW,TDT6_VWC_30MIN_RAW,VWC_SOIL_15
COSMOS-CHIMN-TDT6_TSOIL_30MIN_RAW,TDT6_TSOIL_30MIN_RAW,TEMP_SOIL_15
COSMOS-CHIMN-TDT6_SOILEC_30MIN_RAW,TDT6_SOILEC_30MIN_RAW,COND_15
COSMOS-CHIMN-TDT6_SOILPERM_30MIN_RAW,TDT6_SOILPERM_30MIN_RAW,PERM_15
COSMOS-CHIMN-TDT7_VWC_30MIN_RAW,TDT7_VWC_30MIN_RAW,VWC_SOIL_25
COSMOS-CHIMN-TDT7_TSOIL_30MIN_RAW,TDT7_TSOIL_30MIN_RAW,TEMP_SOIL_25
COSMOS-CHIMN-TDT7_SOILEC_30MIN_RAW,TDT7_SOILEC_30MIN_RAW,COND_25
COSMOS-CHIMN-TDT7_SOILPERM_30MIN_RAW,TDT7_SOILPERM_30MIN_RAW,PERM_25
COSMOS-CHIMN-TDT8_VWC_30MIN_RAW,TDT8_VWC_30MIN_RAW,VWC_SOIL_25
COSMOS-CHIMN-TDT8_TSOIL_30MIN_RAW,TDT8_TSOIL_30MIN_RAW,TEMP_SOIL_25
COSMOS-CHIMN-TDT8_SOILEC_30MIN_RAW,TDT8_SOILEC_30MIN_RAW,COND_25
COSMOS-CHIMN-TDT8_SOILPERM_30MIN_RAW,TDT8_SOILPERM_30MIN_RAW,PERM_25
COSMOS-CHIMN-TDT9_VWC_30MIN_RAW,TDT9_VWC_30MIN_RAW,VWC_SOIL_50
COSMOS-CHIMN-TDT9_TSOIL_30MIN_RAW,TDT9_TSOIL_30MIN_RAW,TEMP_SOIL_50
COSMOS-CHIMN-TDT9_SOILEC_30MIN_RAW,TDT9_SOILEC_30MIN_RAW,COND_50
COSMOS-CHIMN-TDT9_SOILPERM_30MIN_RAW,TDT9_SOILPERM_30MIN_RAW,PERM_50
COSMOS-CHIMN-TDT10_VWC_30MIN_RAW,TDT10_VWC_30MIN_RAW,VWC_SOIL_50
COSMOS-CHIMN-TDT10_TSOIL_30MIN_RAW,TDT10_TSOIL_30MIN_RAW,TEMP_SOIL_50
COSMOS-CHIMN-TDT10_SOILEC_30MIN_RAW,TDT10_SOILEC_30MIN_RAW,COND_50
COSMOS-CHIMN-TDT10_SOILPERM_30MIN_RAW,TDT10_SOILPERM_30MIN_RAW,PERM_50
COSMOS-CHIMN-WD_30MIN_RAW,WD_30MIN_RAW,WD
COSMOS-CHIMN-WD_STD_30MIN_RAW,WD_STD_30MIN_RAW,WD
COSMOS-CHIMN-WS_30MIN_RAW,WS_30MIN_RAW,WS
COSMOS-CHIMN-WS_STD_30MIN_RAW,WS_STD_30MIN_RAW,WS
COSMOS-CHIMN-PA_30MIN_RAW,PA_30MIN_RAW,PA
COSMOS-CHIMN-PA_STD_30MIN_RAW,PA_STD_30MIN_RAW,PA
COSMOS-CHIMN-RH_30MIN_RAW,RH_30MIN_RAW,RH
COSMOS-CHIMN-RH_STD_30MIN_RAW,RH_STD_30MIN_RAW,RH
COSMOS-CHIMN-TA_30MIN_RAW,TA_30MIN_RAW,TEMP_AIR
COSMOS-CHIMN-TA_STD_30MIN_RAW,TA_STD_30MIN_RAW,TEMP_AIR
COSMOS-CHIMN-Q_30MIN_RAW,Q_30MIN_RAW,Q
COSMOS-CHIMN-Q_STD_30MIN_RAW,Q_STD_30MIN_RAW,Q
COSMOS-CHIMN-SWIN_30MIN_RAW,SWIN_30MIN_RAW,SWIN
COSMOS-CHIMN-SWIN_STD_30MIN_RAW,SWIN_STD_30MIN_RAW,SWIN
COSMOS-CHIMN-SWOUT_30MIN_RAW,SWOUT_30MIN_RAW,SWOUT
COSMOS-CHIMN-SWOUT_STD_30MIN_RAW,SWOUT_STD_30MIN_RAW,SWOUT
COSMOS-CHIMN-LWIN_UNC_30MIN_RAW,LWIN_UNC_30MIN_RAW,LWIN_UNC
COSMOS-CHIMN-LWIN_UNC_STD_30MIN_RAW,LWIN_UNC_STD_30MIN_RAW,LWIN_UNC
COSMOS-CHIMN-LWOUT_UNC_30MIN_RAW,LWOUT_UNC_30MIN_RAW,LWOUT_UNC
COSMOS-CHIMN-LWOUT_UNC_STD_30MIN_RAW,LWOUT_UNC_STD_30MIN_RAW,LWOUT_UNC
COSMOS-CHIMN-LWIN_30MIN_RAW,LWIN_30MIN_RAW,LWIN
COSMOS-CHIMN-LWIN_STD_30MIN_RAW,LWIN_STD_30MIN_RAW,LWIN
COSMOS-CHIMN-LWOUT_30MIN_RAW,LWOUT_30MIN_RAW,LWOUT
COSMOS-CHIMN-LWOUT_STD_30MIN_RAW,LWOUT_STD_30MIN_RAW,LWOUT
COSMOS-CHIMN-TNR01C_30MIN_RAW,TNR01C_30MIN_RAW,TEMP_RADIOMETER
COSMOS-CHIMN-TNR01C_STD_30MIN_RAW,TNR01C_STD_30MIN_RAW,TEMP_RADIOMETER
COSMOS-CHIMN-PRECIP_30MIN_RAW,PRECIP_30MIN_RAW,PRECIPITATION
COSMOS-CHIMN-PRECIP_DIAG_30MIN_RAW,PRECIP_DIAG_30MIN_RAW,DIAG_PRECIP
COSMOS-CHIMN-SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_DISTANCE_UNC
COSMOS-CHIMN-SNOWD_SIGNALQUALITY_30MIN_RAW,SNOWD_SIGNALQUALITY_30MIN_RAW,SNOWD_SIGNALQUALITY
COSMOS-CHIMN-CTS_MOD_30MIN_RAW,CTS_MOD_30MIN_RAW,CTS
