StartDate,EndDate,tblConfig_ConfigID,TypeOfAssetID,Firmware Version,Comms Type,SpecialSettings,Config File,ConfigProcedure,CommentID,ConfigDateID,AssetID,tblConfigDates_ConfigID,TypeID,Instrument_ID,Manufacturer,Model,Version,CalInterval,ServiceInterval,CalType,ServiceType,ImagePath,Attachments
19/09/2019,,91,153,1.50.3,,,97,,0,507,1634,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
19/09/2019,,91,153,1.50.3,,,97,,0,521,1128,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
19/09/2019,,103,153,1.50.3,SDI-12,,109,,0,667,1634,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
19/09/2019,,103,153,1.50.3,SDI-12,,109,,0,681,1128,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
20/09/2019,,91,153,1.50.3,,,97,,0,508,1103,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
20/09/2019,,103,153,1.50.3,SDI-12,,109,,0,668,1103,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
23/09/2019,,91,153,1.50.3,,,97,,0,532,1627,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
23/09/2019,,103,153,1.50.3,SDI-12,,109,,0,692,1627,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
24/09/2019,,91,153,1.50.3,,,97,,0,531,1135,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
24/09/2019,,103,153,1.50.3,SDI-12,,109,,0,691,1135,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
25/09/2019,,91,153,1.50.3,,,97,,0,522,1640,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
25/09/2019,,103,153,1.50.3,SDI-12,,109,,0,682,1640,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
27/09/2019,,91,153,1.50.3,,,97,,0,526,1132,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
27/09/2019,,103,153,1.50.3,SDI-12,,109,,0,686,1132,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
01/10/2019,,112,23,2329 701 01,RS232,,118,,0,784,1086,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/10/2019,,112,23,2329 701 01,RS232,,118,,0,785,1087,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/10/2019,,112,23,2329 701 01,RS232,,118,,0,786,1088,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/10/2019,,112,23,2329 701 01,RS232,,118,,0,787,1089,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/10/2019,,112,23,2329 701 01,RS232,,118,,0,797,1090,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
03/10/2019,,91,153,1.50.3,,,97,,0,539,1108,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
03/10/2019,,103,153,1.50.3,SDI-12,,109,,0,699,1108,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/10/2019,,91,153,1.50.3,,,97,,0,509,1101,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/10/2019,,91,153,1.50.3,,,97,,0,537,1111,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/10/2019,,91,153,1.50.3,,,97,,0,552,1641,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/10/2019,,103,153,1.50.3,SDI-12,,109,,0,669,1101,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/10/2019,,103,153,1.50.3,SDI-12,,109,,0,697,1111,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/10/2019,,103,153,1.50.3,SDI-12,,109,,0,712,1641,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
17/10/2019,,91,153,1.50.3,,,97,,0,516,1131,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
17/10/2019,,103,153,1.50.3,SDI-12,,109,,0,676,1131,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
22/10/2019,,91,153,1.50.3,,,97,,0,533,1114,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
22/10/2019,,103,153,1.50.3,SDI-12,,109,,0,693,1114,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
23/10/2019,,91,153,1.50.3,,,97,,0,528,1133,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
23/10/2019,,103,153,1.50.3,SDI-12,,109,,0,688,1133,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
23/10/2019,,132,150,CR3000.Std.31.03,Logger,,138,,0,957,926,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
29/10/2019,08/10/2020,102,153,1.50.1,SDI-12,,108,,0,662,1126,102,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
30/10/2019,,91,153,1.50.3,,,97,,0,551,1123,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
30/10/2019,,103,153,1.50.3,SDI-12,,109,,0,711,1123,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
31/10/2019,,91,153,1.50.3,,,97,,0,523,1122,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
31/10/2019,,103,153,1.50.3,SDI-12,,109,,0,683,1122,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
18/11/2019,,92,185,1.03.0,,,98,,0,553,1826,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,17/07/2020,92,185,1.03.0,,,98,,0,555,1830,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,92,185,1.03.0,,,98,,0,556,1829,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,92,185,1.03.0,,,98,,0,557,1827,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,92,185,1.03.0,,,98,,0,560,1825,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,92,185,1.03.0,,,98,,0,561,1824,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,92,185,1.03.0,,,98,,0,566,1828,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,93,185,1.03.0,SDI-12,,99,,0,567,1826,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,17/07/2020,93,185,1.03.0,SDI-12,,99,,0,569,1830,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,93,185,1.03.0,SDI-12,,99,,0,570,1829,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,93,185,1.03.0,SDI-12,,99,,0,571,1827,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,93,185,1.03.0,SDI-12,,99,,0,574,1825,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,93,185,1.03.0,SDI-12,,99,,0,575,1824,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/11/2019,,93,185,1.03.0,SDI-12,,99,,0,580,1828,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
20/11/2019,,91,153,1.50.3,,,97,,0,538,1629,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
20/11/2019,,103,153,1.50.3,SDI-12,,109,,0,698,1629,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
21/11/2019,,91,153,1.50.3,,,97,,0,540,1630,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
21/11/2019,,103,153,1.50.3,SDI-12,,109,,0,700,1630,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
27/11/2019,,91,153,1.50.3,,,97,,0,527,1118,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
27/11/2019,,103,153,1.50.3,SDI-12,,109,,0,687,1118,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
03/12/2019,,91,153,1.50.3,,,97,,0,545,1105,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
03/12/2019,,103,153,1.50.3,SDI-12,,109,,0,705,1105,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
04/12/2019,,91,153,1.50.3,,,97,,0,548,1124,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
04/12/2019,,103,153,1.50.3,SDI-12,,109,,0,708,1124,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
11/12/2019,,91,153,1.50.3,,,97,,0,524,1121,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
11/12/2019,,92,185,1.03.0,,,98,,0,562,1823,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
11/12/2019,,93,185,1.03.0,SDI-12,,99,,0,576,1823,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
11/12/2019,,103,153,1.50.3,SDI-12,,109,,0,684,1121,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
12/12/2019,,92,185,1.03.0,,,98,,0,554,1831,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
12/12/2019,,93,185,1.03.0,SDI-12,,99,,0,568,1831,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
13/12/2019,,91,153,1.50.3,,,97,,0,535,1113,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/12/2019,,103,153,1.50.3,SDI-12,,109,,0,695,1113,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/12/2019,,132,150,CR3000.Std.31.03,Logger,,138,,0,999,853,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
18/12/2019,,92,185,1.03.0,,,98,,0,563,1821,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
18/12/2019,,93,185,1.03.0,SDI-12,,99,,0,577,1821,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/12/2019,,92,185,1.03.0,,,98,,0,558,1818,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/12/2019,,92,185,1.03.0,,,98,,0,559,1822,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/12/2019,,92,185,1.03.0,,,98,,0,565,1819,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/12/2019,,93,185,1.03.0,SDI-12,,99,,0,572,1818,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/12/2019,,93,185,1.03.0,SDI-12,,99,,0,573,1822,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/12/2019,,93,185,1.03.0,SDI-12,,99,,0,579,1819,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
01/01/2020,,112,23,2329 701 01,RS232,,118,,0,769,1058,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/01/2020,,112,23,2329 701 01,RS232,,118,,0,778,1054,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/01/2020,,112,23,2329 701 01,RS232,,118,,0,792,1037,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/01/2020,,112,23,2329 701 01,RS232,,118,,0,794,1040,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/01/2020,,112,23,2329 701 01,RS232,,118,,0,795,1041,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
28/01/2020,,91,153,1.50.3,,,97,,0,543,1106,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
28/01/2020,,103,153,1.50.3,SDI-12,,109,,0,703,1106,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
12/02/2020,,91,153,1.50.3,,,97,,0,544,1095,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
12/02/2020,,103,153,1.50.3,SDI-12,,109,,0,704,1095,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
12/02/2020,,133,150,CR3000.Std.32.03,Logger,,139,,0,1015,893,133,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
13/02/2020,,91,153,1.50.3,,,97,,0,520,1129,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/02/2020,,91,153,1.50.3,,,97,,0,541,1631,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/02/2020,,103,153,1.50.3,SDI-12,,109,,0,680,1129,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/02/2020,,103,153,1.50.3,SDI-12,,109,,0,701,1631,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/02/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,994,891,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
13/02/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,996,894,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
19/02/2020,,92,185,1.03.0,,,98,,0,564,1820,92,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
19/02/2020,,93,185,1.03.0,SDI-12,,99,,0,578,1820,93,185,RG,OTT,Pluvio2,L,365,365,,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,121
26/06/2020,14/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,839,2043,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
16/07/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,1006,929,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
17/07/2020,,91,153,1.50.3,,,97,,0,550,1830,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
17/07/2020,,103,153,1.50.3,SDI-12,,109,,0,710,1830,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
17/07/2020,,123,51,4.7.2.21,TCPIP,,129,,0,824,1996,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
17/07/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,968,841,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
20/07/2020,15/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,829,2042,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
21/07/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,1000,930,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
22/07/2020,09/07/2021,123,51,4.7.2.21,TCPIP,,129,,0,835,2012,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
23/07/2020,03/06/2021,125,157,5.2.3.30,TCPIP,,131,,0,884,1994,125,157,PHENOCAM,Mobotix,S16D,,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,105
29/07/2020,06/05/2021,123,51,4.7.2.21,TCPIP,,129,,0,826,1999,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
30/07/2020,27/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,806,2017,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
31/07/2020,29/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,823,1995,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
31/07/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,1005,927,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
01/08/2020,,112,23,2329 701 01,RS232,,118,,0,767,1055,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
01/08/2020,,112,23,2329 701 01,RS232,,118,,0,801,1050,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
04/08/2020,27/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,830,2002,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
06/08/2020,20/05/2021,123,51,4.7.2.21,TCPIP,,129,,0,815,2030,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
06/08/2020,05/05/2021,123,51,4.7.2.21,TCPIP,,129,,0,817,2023,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
08/08/2020,14/06/2021,123,51,4.7.2.21,TCPIP,,129,,0,813,2024,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
11/08/2020,13/05/2021,123,51,4.7.2.21,TCPIP,,129,,0,828,2001,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
12/08/2020,12/05/2021,123,51,4.7.2.21,TCPIP,,129,,0,810,2019,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
13/08/2020,19/05/2021,123,51,4.7.2.21,TCPIP,,129,,0,808,2032,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
18/08/2020,07/09/2021,123,51,4.7.2.21,TCPIP,,129,,0,811,2026,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
19/08/2020,,133,150,CR3000.Std.32.03,Logger,,139,,0,1012,602,133,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
21/08/2020,15/07/2021,123,51,4.7.2.21,TCPIP,,129,,0,804,2034,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
26/08/2020,17/08/2021,123,51,4.7.2.21,TCPIP,,129,,0,818,2025,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
27/08/2020,20/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,837,2035,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
28/08/2020,21/04/2021,123,51,4.7.2.21,TCPIP,,129,,0,825,2039,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
08/09/2020,,132,150,CR3000.Std.31.03,Logger,,138,,0,1008,920,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
29/09/2020,03/08/2021,123,51,4.7.2.21,TCPIP,,129,,0,820,2000,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
30/09/2020,05/08/2021,123,51,4.7.2.21,TCPIP,,129,,0,838,2014,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
07/10/2020,,1,23,1,SDI-12,Upgraded,1,,0,497,552,1,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
07/10/2020,26/08/2021,123,51,4.7.2.21,TCPIP,,129,,0,834,1998,123,51,PHENOCAM,Mobotix,S14D,,,,None,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0033.JPG,31
08/10/2020,,91,153,1.50.3,,,97,,0,519,1126,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
