StartDate,EndDate,tblConfig_ConfigID,TypeOfAssetID,Firmware Version,Comms Type,SpecialSettings,Config File,ConfigProcedure,CommentID,ConfigDateID,AssetID,tblConfigDates_ConfigID,TypeID,Instrument_ID,Manufacturer,Model,Version,CalInterval,ServiceInterval,CalType,ServiceType,ImagePath,Attachments
13/08/2019,,103,153,1.50.3,SDI-12,,109,,0,678,1639,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
20/08/2019,,91,153,1.50.3,,,97,,0,517,1632,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
20/08/2019,,103,153,1.50.3,SDI-12,,109,,0,677,1632,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
21/08/2019,,91,153,1.50.3,,,97,,0,549,1644,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
21/08/2019,,103,153,1.50.3,SDI-12,,109,,0,709,1644,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
22/08/2019,,91,153,1.50.3,,,97,,0,546,1628,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
22/08/2019,,103,153,1.50.3,SDI-12,,109,,0,706,1628,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
24/08/2019,,132,150,CR3000.Std.31.03,Logger,,138,,0,1001,924,132,150,LOGGER,Campbell Scientific Ltd,CR3000,,1460,,Lab,,W:\Instrum\LSFM_DataBase\AssetType\IMG_0512.JPG,98
27/08/2019,,91,153,1.50.3,,,97,,0,534,1633,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
27/08/2019,,103,153,1.50.3,SDI-12,,109,,0,694,1633,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
28/08/2019,,91,153,1.50.3,,,97,,0,506,1130,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
28/08/2019,,103,153,1.50.3,SDI-12,,109,,0,666,1130,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
30/08/2019,,91,153,1.50.3,,,97,,0,515,1104,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
30/08/2019,,103,153,1.50.3,SDI-12,,109,,0,675,1104,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
03/09/2019,,91,153,1.50.3,,,97,,0,542,1107,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
03/09/2019,,103,153,1.50.3,SDI-12,,109,,0,702,1107,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
05/09/2019,,91,153,1.50.3,,,97,,0,510,1635,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
05/09/2019,,103,153,1.50.3,SDI-12,,109,,0,670,1635,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/09/2019,,91,153,1.50.3,,,97,,0,525,1112,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
10/09/2019,,103,153,1.50.3,SDI-12,,109,,0,685,1112,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
12/09/2019,,91,153,1.50.3,,,97,,0,530,1115,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
12/09/2019,,103,153,1.50.3,SDI-12,,109,,0,690,1115,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
13/09/2019,,112,23,2329 701 01,RS232,,118,,0,800,14,112,23,AWS_ANEM,Gill,Windmaster,3D Sonic Anemometer,,,None,Replace,W:\Instrum\LSFM_DataBase\AssetType\IMG_0044.JPG,3
17/09/2019,,91,153,1.50.3,,,97,,0,514,1097,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
17/09/2019,,103,153,1.50.3,SDI-12,,109,,0,674,1097,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
18/09/2019,,91,153,1.50.3,,,97,,0,536,1120,91,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
18/09/2019,,103,153,1.50.3,SDI-12,,109,,0,696,1120,103,153,RG,OTT,Pluvio2,,365,365,Lab,Weighing,W:\Instrum\LSFM_DataBase\AssetType\IMG_0516.JPG,101
