TIMESERIES_DEF,TIMESERIES_NAME,PARAMETER_ID,PROCESS_LEVEL,RESOLUTION,PERIODICITY,UNIT_ID,STATISTIC_ID
RHO_A_MEAN_30MIN_PROCESSED,Air density,AIR_DENSITY,PROCESSED,PT30M,PT30M,KGM-3,INST
RH_30MIN_PROCESSED,Relative humidity,RH,PROCESSED,PT30M,PT30M,PCT,MEAN_PREC
RN_30MIN_PROCESSED,Net Radiation,RN,PROCESSED,PT30M,PT30M,WM-2,MEAN_PREC
SNOWD_DISTANCE_COR_30MIN_PROCESSED,Snow depth,SNOWD_DISTANCE_COR,PROCESSED,PT30M,PT30M,M,INST
SNOWD_DISTANCE_UNC_30MIN_PROCESSED,Distance between sensor and snow surface (uncorrected),SNOWD_DISTANCE_UNC,PROCESSED,PT30M,PT30M,M,INST
STP_TSOIL_2_30MIN_PROCESSED,Soil temperature profile at 2cm depth,TEMP_SOIL_2,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
STP_TSOIL_5_30MIN_PROCESSED,Soil temperature profile at 5cm depth,TEMP_SOIL_5,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
STP_TSOIL_10_30MIN_PROCESSED,Soil temperature profile at 10cm depth,TEMP_SOIL_10,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
STP_TSOIL_20_30MIN_PROCESSED,Soil temperature profile at 20cm depth,TEMP_SOIL_20,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
STP_TSOIL_50_30MIN_PROCESSED,Soil temperature profile at 50cm depth,TEMP_SOIL_50,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
SWIN_30MIN_PROCESSED,Incoming shortwave radiation,SWIN,PROCESSED,PT30M,PT30M,WM-2,MEAN_PREC
SWOUT_30MIN_PROCESSED,Outgoing shortwave radiation,SWOUT,PROCESSED,PT30M,PT30M,WM-2,MEAN_PREC
TA_30MIN_PROCESSED,Air temperature,TEMP_AIR,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
TAU_30MIN_PROCESSED,Momentum flux,FLUX_MOM,PROCESSED,PT30M,PT30M,KGM-1S-2,INST
TDT_SOILEC_5_30MIN_PROCESSED,Soil electrical conductivity at 5cm depth,COND_5,PROCESSED,PT30M,PT30M,PCT,INST
TDT_SOILEC_10_30MIN_PROCESSED,Soil electrical conductivity at 10cm depth,COND_10,PROCESSED,PT30M,PT30M,PCT,INST
TDT_SOILEC_15_30MIN_PROCESSED,Soil electrical conductivity at 15cm depth,COND_15,PROCESSED,PT30M,PT30M,PCT,INST
TDT_SOILEC_25_30MIN_PROCESSED,Soil electrical conductivity at 25cm depth,COND_25,PROCESSED,PT30M,PT30M,PCT,INST
TDT_SOILEC_50_30MIN_PROCESSED,Soil electrical conductivity at 50cm depth,COND_50,PROCESSED,PT30M,PT30M,PCT,INST
TDT_SOILPERM_5_30MIN_PROCESSED,Soil bulk relative permittivity at 5cm depth,PERM_5,PROCESSED,PT30M,PT30M,UNITLESS,INST
TDT_SOILPERM_10_30MIN_PROCESSED,Soil bulk relative permittivity at 10cm depth,PERM_10,PROCESSED,PT30M,PT30M,UNITLESS,INST
TDT_SOILPERM_15_30MIN_PROCESSED,Soil bulk relative permittivity at 15cm depth,PERM_15,PROCESSED,PT30M,PT30M,UNITLESS,INST
TDT_SOILPERM_25_30MIN_PROCESSED,Soil bulk relative permittivity at 25cm depth,PERM_25,PROCESSED,PT30M,PT30M,UNITLESS,INST
TDT_SOILPERM_50_30MIN_PROCESSED,Soil bulk relative permittivity at 50cm depth,PERM_50,PROCESSED,PT30M,PT30M,UNITLESS,INST
TDT_TSOIL_5_30MIN_PROCESSED,Soil temperature at 5cm depth,TEMP_SOIL_5,PROCESSED,PT30M,PT30M,DEGC,INST
TDT_TSOIL_10_30MIN_PROCESSED,Soil temperature at 10cm depth,TEMP_SOIL_10,PROCESSED,PT30M,PT30M,DEGC,INST
TDT_TSOIL_15_30MIN_PROCESSED,Soil temperature at 15cm depth,TEMP_SOIL_15,PROCESSED,PT30M,PT30M,DEGC,INST
TDT_TSOIL_25_30MIN_PROCESSED,Soil temperature at 25cm depth,TEMP_SOIL_25,PROCESSED,PT30M,PT30M,DEGC,INST
TDT_TSOIL_50_30MIN_PROCESSED,Soil temperature at 50cm depth,TEMP_SOIL_50,PROCESSED,PT30M,PT30M,DEGC,INST
TDT_VWC_5_30MIN_PROCESSED,Soil moisture content at 5cm depth,VWC_SOIL_5,PROCESSED,PT30M,PT30M,PCT,INST
TDT_VWC_10_30MIN_PROCESSED,Soil moisture content at 10cm depth,VWC_SOIL_10,PROCESSED,PT30M,PT30M,PCT,INST
TDT_VWC_15_30MIN_PROCESSED,Soil moisture content at 15cm depth,VWC_SOIL_15,PROCESSED,PT30M,PT30M,PCT,INST
TDT_VWC_25_30MIN_PROCESSED,Soil moisture content at 25cm depth,VWC_SOIL_25,PROCESSED,PT30M,PT30M,PCT,INST
TDT_VWC_50_30MIN_PROCESSED,Soil moisture content at 50cm depth,VWC_SOIL_50,PROCESSED,PT30M,PT30M,PCT,INST
TNR01C_30MIN_PROCESSED,Radiometer body temperature,TEMP_RADIOMETER,PROCESSED,PT30M,PT30M,DEGC,MEAN_PREC
TS_30MIN_PROCESSED,Sonic temperature,TEMP_SONIC,PROCESSED,PT30M,PT30M,DEGC,INST
U_STAR_30MIN_PROCESSED,Friction velocity,FRICTIONV,PROCESSED,PT30M,PT30M,MS-1,INST
UX_30MIN_PROCESSED,X component of wind speed,WS,PROCESSED,PT30M,PT30M,MS-1,MEAN_PREC
UZ_30MIN_PROCESSED,Z component of wind speed,WS,PROCESSED,PT30M,PT30M,MS-1,MEAN_PREC
UY_30MIN_PROCESSED,Y component of wind speed,WS,PROCESSED,PT30M,PT30M,MS-1,MEAN_PREC
WD_30MIN_PROCESSED,Wind direction,WD,PROCESSED,PT30M,PT30M,DEG,MEAN_PREC
WS_30MIN_PROCESSED,Wind speed,WS,PROCESSED,PT30M,PT30M,MS-1,MEAN_PREC
WS_RES_30MIN_PROCESSED,Resultant wind speed,WS,PROCESSED,PT30M,PT30M,MS-1,INST
COSMOS_VWC_1HOUR_PROCESSED,COSMOS sensor VWC,VWC_CRNS,PROCESSED,PT1H,PT1H,PCT,MEAN_PREC
COSMOSFACTOR_INTEN_1HOUR_PROCESSED,COSMOS intensity factor (gamma method),FACTOR_INTEN,PROCESSED,PT1H,PT1H,UNITLESS,INST
COSMOSFACTOR_PA_1HOUR_PROCESSED,COSMOS pressure factor (gamma method),FACTOR_PA,PROCESSED,PT1H,PT1H,UNITLESS,INST
COSMOSFACTOR_Q_1HOUR_PROCESSED,COSMOS water vapour factor (gamma method),FACTOR_Q,PROCESSED,PT1H,PT1H,UNITLESS,INST
CTS_EST_CRNS_1HOUR_PROCESSED,Estimated counts during snow days,CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_EST_SNOWFOX_1HOUR_PROCESSED,Estimated counts during snow days (from snowfox sensor),CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_MOD_1HOUR_PROCESSED,Moderated counts,CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_MOD_CORR_1HOUR_PROCESSED,Moderated counts (corrected),CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_SNOWFOX_1HOUR_PROCESSED,Moderated counts from SnowFox,CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_SNOWFOX_CORR_1HOUR_PROCESSED,Moderated counts (corrected) from SnowFox,CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
D86_1M_1HOUR_PROCESSED,D86 1m,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
D86_5M_1HOUR_PROCESSED,D86 5m,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
D86_25M_1HOUR_PROCESSED,D86 25m,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
D86_75M_1HOUR_PROCESSED,D86 75m,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
D86_150M_1HOUR_PROCESSED,D86 150m,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
D86_200M_1HOUR_PROCESSED,D86 200m,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
EFF_DEPTH_1HOUR_PROCESSED,COSMOS probe effective depth,EFF_DEPTH,PROCESSED,PT1H,PT1H,CM,MEAN_PREC
PA_1HOUR_PROCESSED,Atmospheric pressure,PA,PROCESSED,PT1H,PT1H,HPA,MEAN_PREC
Q_1HOUR_PROCESSED,Absolute humidity,Q,PROCESSED,PT1H,PT1H,GM-3,MEAN_PREC
SIGMA_SWE_CRNS_1HOUR_PROCESSED,Snow water equivalence uncertainty,UNCERTAINTY,PROCESSED,PT1H,PT1H,MM,MEAN_PREC
SIGMA_SWE_SNOWFOX_1HOUR_PROCESSED,Snow water equivalence uncertainty from SnowFox,UNCERTAINTY,PROCESSED,PT1H,PT1H,MM,MEAN_PREC
SWE_CRNS_1HOUR_PROCESSED,Snow water equivalent,SWE,PROCESSED,PT1H,PT1H,MM,MEAN_PREC
SWE_SNOWFOX_1HOUR_PROCESSED,Snow water equivalent from snowfox sensor,SWE,PROCESSED,PT1H,PT1H,MM,MEAN_PREC
ALBEDO_1DAY_PROCESSED,Albedo value between 10:00 and 14:00,ALBEDO,PROCESSED,P1D,P1D,UNITLESS,MEAN_PREC
ALBEDO_SD_1DAY_PROCESSED,Albedo standard deviation between 10:00 and 14:00,ALBEDO,PROCESSED,P1D,P1D,UNITLESS,MEAN_PREC
COSMOS_VWC_1DAY_PROCESSED,COSMOS sensor VWC,VWC_CRNS,PROCESSED,P1D,P1D,PCT,MEAN_PREC
COSMOS_VWC_NO_SNOW_1DAY_PROCESSED,COSMOS sensor VWC,VWC_CRNS,PROCESSED,P1D,P1D,PCT,MEAN_PREC
CTS_EST_CRNS_1DAY_PROCESSED,Estimated counts during snow days,CTS,PROCESSED,P1D,P1D,CTS,TOTAL_PREC
CTS_EST_SNOWFOX_1DAY_PROCESSED,Estimated counts during snow days from SnowFox,CTS,PROCESSED,P1D,P1D,CTS,TOTAL_PREC
CTS_MOD_CORR_1DAY_PROCESSED,Moderated counts (corrected),CTS,PROCESSED,P1D,P1D,CTS,TOTAL_PREC
CTS_SMO_CRNS_1HOUR_PROCESSED,Smoothed counts,CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_SMO_SNOWFOX_1HOUR_PROCESSED,Smoothed counts from SnowFox,CTS,PROCESSED,PT1H,PT1H,CTS,TOTAL_PREC
CTS_SNOWFOX_CORR_1DAY_PROCESSED,Moderated counts (corrected) from SnowFox,CTS,PROCESSED,P1D,P1D,CTS,TOTAL_PREC
D86_1M_1DAY_PROCESSED,D86 1m,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
D86_5M_1DAY_PROCESSED,D86 5m,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
D86_25M_1DAY_PROCESSED,D86 25m,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
D86_75M_1DAY_PROCESSED,D86 75m,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
D86_150M_1DAY_PROCESSED,D86 150m,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
D86_200M_1DAY_PROCESSED,D86 200m,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
EFF_DEPTH_1DAY_PROCESSED,COSMOS probe effective depth,EFF_DEPTH,PROCESSED,P1D,P1D,CM,MEAN_PREC
G1_1DAY_PROCESSED,Heat flux plate 1,HEATFLUX_SOIL,PROCESSED,P1D,P1D,WM-2,MEAN_PREC
G2_1DAY_PROCESSED,Heat flux plate 2,HEATFLUX_SOIL,PROCESSED,P1D,P1D,WM-2,MEAN_PREC
IMAGE_BCC_LAND1_1DAY_PROCESSED,Blue chromatic coordinate in LAND1 masked image,IMAGE_COLOUR_PROPORTION,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_BCC_LAND2_1DAY_PROCESSED,Blue chromatic coordinate in LAND2 masked image,IMAGE_COLOUR_PROPORTION,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_BLUE_LAND1_1DAY_PROCESSED,Blue amount found in LAND1 masked image,IMAGE_COLOUR_AMOUNT,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_BLUE_LAND2_1DAY_PROCESSED,Blue amount found in LAND2 masked image,IMAGE_COLOUR_AMOUNT,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_GCC_LAND1_1DAY_PROCESSED,Green chromatic coordinate in LAND1 masked image,IMAGE_COLOUR_PROPORTION,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_GCC_LAND2_1DAY_PROCESSED,Green chromatic coordinate in LAND2 masked image,IMAGE_COLOUR_PROPORTION,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_GREEN_LAND1_1DAY_PROCESSED,Green amount found in LAND1 masked image,IMAGE_COLOUR_AMOUNT,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_GREEN_LAND2_1DAY_PROCESSED,Green amount found in LAND2 masked image,IMAGE_COLOUR_AMOUNT,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_RCC_LAND1_1DAY_PROCESSED,Red chromatic coordinate in LAND1 masked image,IMAGE_COLOUR_PROPORTION,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_RCC_LAND2_1DAY_PROCESSED,Red chromatic coordinate in LAND2 masked image,IMAGE_COLOUR_PROPORTION,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_RED_LAND1_1DAY_PROCESSED,Red amount found in LAND1 masked image,IMAGE_COLOUR_AMOUNT,RAW,PT1M,P1D,UNITLESS,INST
IMAGE_RED_LAND2_1DAY_PROCESSED,Red amount found in LAND2 masked image,IMAGE_COLOUR_AMOUNT,RAW,PT1M,P1D,UNITLESS,INST
LWIN_1DAY_PROCESSED,Longwave radiation in,LWIN,PROCESSED,P1D,P1D,MJM-2-D,TOTAL_PREC
LWOUT_1DAY_PROCESSED,Longwave out,LWOUT,PROCESSED,P1D,P1D,MJM-2-D,TOTAL_PREC
MSLP_1DAY_PROCESSED,Sea level pressure,PA,PROCESSED,P1D,P1D,HPA,MEAN_PREC
PA_1DAY_PROCESSED,Atmospheric pressure,PA,PROCESSED,P1D,P1D,HPA,MEAN_PREC
PE_1DAY_PROCESSED,Potential evaporation,PE,PROCESSED,P1D,P1D,MM,TOTAL_PREC
PRECIP_1DAY_PROCESSED,Precipitation,PRECIPITATION,PROCESSED,P1D,P1D,MM,TOTAL_PREC
PRECIP_RAINE_1DAY_PROCESSED,Precipitation from RainE rain gauge,PRECIPITATION,PROCESSED,P1D,P1D,MM,TOTAL_PREC
PRECIP_TIPPING_1DAY_PROCESSED,Precipitation from tipping bucket rain gauge,PRECIPITATION,PROCESSED,P1D,P1D,MM,TOTAL_PREC
Q_1DAY_PROCESSED,Absolute humidity,Q,PROCESSED,P1D,P1D,GM-3,MEAN_PREC
RH_1DAY_PROCESSED,Relative humidity,RH,PROCESSED,P1D,P1D,PCT,MEAN_PREC
RN_1DAY_PROCESSED,Net radiation,RN,PROCESSED,P1D,P1D,MJM-2-D,TOTAL_PREC
SIGMA_SWE_CRNS_1DAY_PROCESSED,Snow water equivalence uncertainty,UNCERTAINTY,PROCESSED,P1D,P1D,MM,MEAN_MID_24HOUR
SIGMA_SWE_SNOWFOX_1DAY_PROCESSED,Snow water equivalence uncertainty from SnowFox,UNCERTAINTY,PROCESSED,P1D,P1D,MM,MEAN_MID_24HOUR
SMI_1DAY_PROCESSED,Soil moisture index,SMI,PROCESSED,P1D,P1D,UNITLESS,MEAN_PREC
SNOW_1DAY_PROCESSED,Snow day,SNOW_DAY,PROCESSED,P1D,P1D,UNITLESS,INST
SNOWD_DISTANCE_COR_1DAY_PROCESSED,Snow depth,SNOWD_DISTANCE_COR,PROCESSED,P1D,P1D,M,MEAN_PREC
STP_TSOIL_2_1DAY_PROCESSED,Soil temp 2cm,TEMP_SOIL_2,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
STP_TSOIL_5_1DAY_PROCESSED,Soil temp 5cm,TEMP_SOIL_5,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
STP_TSOIL_10_1DAY_PROCESSED,Soil temp 10cm,TEMP_SOIL_10,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
STP_TSOIL_20_1DAY_PROCESSED,Soil temp 20cm,TEMP_SOIL_20,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
STP_TSOIL_50_1DAY_PROCESSED,Soil temp 50cm,TEMP_SOIL_50,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
SWE_CRNS_1DAY_PROCESSED,Snow water equivalent,SWE,PROCESSED,P1D,P1D,MM,MEAN_MID_24HOUR
SWE_SNOWFOX_1DAY_PROCESSED,Snow water equivalent from snowfox sensor,SWE,PROCESSED,P1D,P1D,MM,MEAN_MID_24HOUR
SWIN_1DAY_PROCESSED,Shortwave in,SWIN,PROCESSED,P1D,P1D,MJM-2-D,TOTAL_PREC
SWOUT_1DAY_PROCESSED,Shortwave out,SWOUT,PROCESSED,P1D,P1D,MJM-2-D,TOTAL_PREC
TA_1DAY_PROCESSED,Air temperature,TEMP_AIR,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
TA_MAX_1DAY_PROCESSED,Max air temperature,TEMP_AIR,PROCESSED,PT30M,P1D,DEGC,MAX_PREC
TA_MIN_1DAY_PROCESSED,Min air temperature,TEMP_AIR,PROCESSED,PT30M,P1D,DEGC,MIN_PREC
TDT_TSOIL_5_1DAY_PROCESSED,Soil temperature at 5cm depth,TEMP_SOIL_5,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
TDT_TSOIL_10_1DAY_PROCESSED,Soil temperature at 10cm depth,TEMP_SOIL_10,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
TDT_TSOIL_15_1DAY_PROCESSED,Soil temperature at 15cm depth,TEMP_SOIL_15,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
TDT_TSOIL_25_1DAY_PROCESSED,Soil temperature at 25cm depth,TEMP_SOIL_25,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
TDT_TSOIL_50_1DAY_PROCESSED,Soil temperature at 50cm depth,TEMP_SOIL_50,PROCESSED,P1D,P1D,DEGC,MEAN_PREC
TDT_VWC_5_1DAY_PROCESSED,Soil moisture content at 5cm depth,VWC_SOIL_5,PROCESSED,P1D,P1D,PCT,MEAN_PREC
TDT_VWC_10_1DAY_PROCESSED,Soil moisture content at 10cm depth,VWC_SOIL_10,PROCESSED,P1D,P1D,PCT,MEAN_PREC
TDT_VWC_15_1DAY_PROCESSED,Soil moisture content at 15cm depth,VWC_SOIL_15,PROCESSED,P1D,P1D,PCT,MEAN_PREC
TDT_VWC_25_1DAY_PROCESSED,Soil moisture content at 25cm depth,VWC_SOIL_25,PROCESSED,P1D,P1D,PCT,MEAN_PREC
TDT_VWC_50_1DAY_PROCESSED,Soil moisture content at 50cm depth,VWC_SOIL_50,PROCESSED,P1D,P1D,PCT,MEAN_PREC
WD_1DAY_PROCESSED,Wind direction,WD,PROCESSED,P1D,P1D,DEG,MEAN_PREC
WS_1DAY_PROCESSED,Wind speed,WS,PROCESSED,P1D,P1D,MS-1,MEAN_PREC
