FLAG_TS,METHOD_ID,PARAM_ID,PARAM_NUMERIC_VALUE,PARAM_TS_VALUE,PARAM_TIME_VALUE
COSMOS-ALIC1-PRECIP_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PRECIP_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PRECIP_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PRECIP_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PRECIP_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PRECIP_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PRECIP_30MIN_RAW,PLUVIO_DIAG,DEP_TS,,PRECIP_DIAG_30MIN_RAW,
COSMOS-ALIC1-PRECIP_30MIN_RAW,PLUVIO_DIAG,GT,0,,
COSMOS-ALIC1-PRECIP_TIPPING_A_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PRECIP_TIPPING_A_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PRECIP_TIPPING_A_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PRECIP_TIPPING_A_30MIN_RAW,BATTERY_V,LT,10855,,
COSMOS-ALIC1-PRECIP_TIPPING_B_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PRECIP_TIPPING_B_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PRECIP_TIPPING_B_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PRECIP_TIPPING_B_30MIN_RAW,BATTERY_V,LT,10855,,
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,RANGE,LT,-30,,
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,RANGE,GT,25,,
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-COV_TS_UZ_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,RANGE,GT,5,,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-RHO_A_MEAN_30MIN_RAW,SPIKE,GT,0.1,,
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,RANGE,GT,7,,
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-E_SAT_MEAN_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-CTS_MOD_RH_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,RANGE,LT,5,,
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-CTS_MOD_TEMP_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,TDT_TSOIL,DEP_TS,,TDT_TSOIL_10_30MIN_RAW,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,TDT_TSOIL,LT,1,,
COSMOS-ALIC1-TDT1_VWC_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,RANGE,LT,-10,,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT1_TSOIL_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,RANGE,GT,10,,
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT1_SOILPERM_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,RANGE,GT,25,,
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT1_SOILEC_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,TDT_TSOIL,DEP_TS,,TDT_TSOIL_10_30MIN_RAW,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,TDT_TSOIL,LT,1,,
COSMOS-ALIC1-TDT2_VWC_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,RANGE,LT,-10,,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT2_TSOIL_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,RANGE,GT,10,,
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT2_SOILPERM_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,RANGE,GT,25,,
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TDT2_SOILEC_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-WD_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-WD_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-WD_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-WD_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-WD_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-WD_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-WS_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-WS_30MIN_RAW,RANGE,GT,30,,
COSMOS-ALIC1-WS_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-WS_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-WS_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-WS_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-WS_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-WS_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-PA_30MIN_RAW,RANGE,LT,800,,
COSMOS-ALIC1-PA_30MIN_RAW,RANGE,GT,1200,,
COSMOS-ALIC1-PA_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PA_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PA_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PA_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PA_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-PA_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-PA_30MIN_RAW,SPIKE,GT,20,,
COSMOS-ALIC1-RH_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-RH_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-RH_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-RH_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-RH_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-RH_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-RH_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-RH_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-TA_30MIN_RAW,RANGE,LT,-35,,
COSMOS-ALIC1-TA_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-TA_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TA_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TA_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TA_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TA_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-TA_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-TA_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-SWIN_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-SWIN_30MIN_RAW,RANGE,GT,1200,,
COSMOS-ALIC1-SWIN_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-SWIN_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-SWIN_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-SWIN_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-SWIN_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-SWIN_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-SWOUT_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-SWOUT_30MIN_RAW,RANGE,GT,1200,,
COSMOS-ALIC1-SWOUT_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-SWOUT_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-SWOUT_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-SWOUT_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-SWOUT_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-SWOUT_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-LWIN_30MIN_RAW,RANGE,LT,150,,
COSMOS-ALIC1-LWIN_30MIN_RAW,RANGE,GT,700,,
COSMOS-ALIC1-LWIN_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-LWIN_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-LWIN_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-LWIN_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-LWIN_30MIN_RAW,NR01_TEMP,DEP_TS,,TNR01C_30MIN_RAW,
COSMOS-ALIC1-LWIN_30MIN_RAW,NR01_TEMP,LT,-35,,
COSMOS-ALIC1-LWIN_30MIN_RAW,NR01_TEMP,GT,45,,
COSMOS-ALIC1-LWIN_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-LWIN_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,RANGE,LT,150,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,RANGE,GT,700,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-LWOUT_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,NR01_TEMP,DEP_TS,,TNR01C_30MIN_RAW,
COSMOS-ALIC1-LWOUT_30MIN_RAW,NR01_TEMP,LT,-35,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,NR01_TEMP,GT,45,,
COSMOS-ALIC1-LWOUT_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-LWOUT_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-TNR01C_30MIN_RAW,RANGE,LT,-20,,
COSMOS-ALIC1-TNR01C_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-TNR01C_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-TNR01C_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-TNR01C_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-TNR01C_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-TNR01C_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,RANGE,GT,5,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_SIGNAL,DEP_TS,,SNOWD_SIGNALQUALITY_30MIN_RAW,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,SNOWD_SIGNAL,LT,152,,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-SNOWD_DISTANCE_UNC_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,RANGE,LT,200,,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,RANGE,GT,1500,,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-CTS_MOD_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,RANGE,LT,50,,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,RANGE,GT,900,,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-CTS_BARE_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PROFILE_VWC15_30MIN_RAW,SPIKE,GT,10,,
COSMOS-ALIC1-PROFILE_SOILEC15_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PROFILE_SOILEC15_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PROFILE_SOILEC15_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PROFILE_SOILEC15_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PROFILE_SOILEC15_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PROFILE_SOILEC15_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PROFILE_VWC40_30MIN_RAW,SPIKE,GT,10,,
COSMOS-ALIC1-PROFILE_SOILEC40_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PROFILE_SOILEC40_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PROFILE_SOILEC40_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PROFILE_SOILEC40_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PROFILE_SOILEC40_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PROFILE_SOILEC40_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-PROFILE_VWC65_30MIN_RAW,SPIKE,GT,10,,
COSMOS-ALIC1-PROFILE_SOILEC65_30MIN_RAW,RANGE,LT,0,,
COSMOS-ALIC1-PROFILE_SOILEC65_30MIN_RAW,RANGE,GT,100,,
COSMOS-ALIC1-PROFILE_SOILEC65_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-PROFILE_SOILEC65_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-PROFILE_SOILEC65_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-PROFILE_SOILEC65_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,RANGE,LT,-10,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-STP_TSOIL50_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,RANGE,LT,-10,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-STP_TSOIL20_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,RANGE,LT,-10,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,BATTERY_V,LT,10.5,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,ERROR_CODE,VALUE,7999,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,ERROR_CODE,VALUE,8999,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,SAMPLES,DEP_TS,,SCANS_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,SAMPLES,LT,60,,
COSMOS-ALIC1-STP_TSOIL10_30MIN_RAW,SPIKE,GT,8,,
COSMOS-ALIC1-STP_TSOIL5_30MIN_RAW,RANGE,LT,-10,,
COSMOS-ALIC1-STP_TSOIL5_30MIN_RAW,RANGE,GT,50,,
COSMOS-ALIC1-STP_TSOIL5_30MIN_RAW,BATTERY_V,DEP_TS,,BATTV_30MIN_RAW,
COSMOS-ALIC1-STP_TSOIL5_30MIN_RAW,BATTERY_V,LT,10.5,,
